word,severity,vibe,pos
Star Chamber,,other,noun
teacher,,other,noun
services,,other,noun
ane,,other,adjective
Sylvian aqueduct,,other,noun
recovering,,other,adjective
Adapid,,other,noun
automatic,,other,noun
isoagglutination,,other,noun
reappraise,,other,verb
bodice ripper,,other,noun
Kepler's law of planetary motion,,other,noun
sudation,,other,noun
Jerez de la Frontera,,other,noun
Sam Houston,,other,noun
pragmatic,,other,noun
can,,other,noun
barbette,,other,noun
unattainably,,other,adverb
Gambusia affinis,,other,noun
Scomberomorus cavalla,,other,noun
miasmic,,other,adjective
Microsorium punctatum,,other,noun
snuff-colour,,other,noun
unkindness,,other,noun
ribbon snake,,other,noun
glance over,,other,verb
shamble,,other,verb
eudaemonic,,other,adjective
sentient,,other,adjective
Juniperus virginiana,,other,noun
row of bricks,,other,noun
easygoingness,,other,noun
Saratoga Springs,,other,noun
thieve,,other,verb
genus Trichodesmium,,other,noun
affective,,other,adjective
Glenn,,other,noun
musical score,,other,noun
comfort zone,,other,noun
Athyrium pycnocarpon,,other,noun
flushed,,other,adjective
sodium hydroxide,,other,noun
genus Necturus,,other,noun
Kalon Tripa,,other,noun
feature,,other,noun
wont,,other,noun
red haw,,other,noun
sourwood,,other,noun
waggle,,other,verb
seasonal adjustment,,other,noun
incident,,other,adjective
root,,other,noun
god-fearing,,other,adjective
perfumed,,other,adjective
genus Atrichornis,,other,noun
Geranium pratense,,other,noun
Oregonian,,other,noun
sword of Damocles,,other,noun
paralysis,,other,noun
football helmet,,other,noun
rankness,,other,noun
suspiration,,other,noun
pip,,other,verb
exciseman,,other,noun
coughing,,other,noun
breast-deep,,other,adverb
top hat,,other,noun
Anogramma,,other,noun
promptbook,,other,noun
Bela Lugosi,,other,noun
indefatigably,,other,adverb
covered smut,,other,noun
swear,,other,verb
3-hitter,,other,noun
topical anaesthesia,,other,noun
George Wells Beadle,,other,noun
overclothes,,other,noun
land up,,other,verb
luck out,,other,verb
immaturity,,other,noun
Louis the German,,other,noun
sidle up,,other,verb
contradance,,other,noun
pistillate,,other,adjective
Boston rocker,,other,noun
aphanitic,,other,adjective
electoral,,other,adjective
cape jessamine,,other,noun
Arnoseris,,other,noun
genus Gomphrena,,other,noun
invention,,other,noun
respecter,,other,noun
cockamamie,,other,adjective
Pegasus,,other,noun
Scheldt River,,other,noun
magnoliopsid family,,other,noun
Vitus,,other,noun
Bering Standard Time,,other,noun
nosebag,,other,noun
Bayt Lahm,,other,noun
speed indicator,,other,noun
rissole,,other,noun
hyperglycemia,,other,noun
Cyprinus,,other,noun
clawhammer,,other,noun
Yom Kippur,,other,noun
Centropristis philadelphica,,other,noun
grey-pink,,other,adjective
capital of Nebraska,,other,noun
participate,,other,verb
sculler,,other,noun
totara,,other,noun
sage brush,,other,noun
grace note,,other,noun
blank verse,,other,noun
political sympathies,,other,noun
eater,,other,noun
bearer bond,,other,noun
Goldwyn,,other,noun
Philip V,,other,noun
thirty-two,,other,adjective
atomic number 64,,other,noun
Didelphis,,other,noun
Van Allen belt,,other,noun
notch,,other,verb
nicker,,other,noun
Wolverine State,,other,noun
horseback riding,,other,noun
venture capitalist,,other,noun
hide and go seek,,other,noun
thermosetting compositions,,other,noun
dry unit,,other,noun
railroad engineer,,other,noun
many-sided,,other,adjective
staff vine,,other,noun
genus Noctua,,other,noun
Jakob Liebmann Beer,,other,noun
worrisome,,other,adjective
Swiss,,other,noun
hygrophytic,,other,adjective
Havana,,other,noun
Sabbatarian,,other,adjective
full cousin,,other,noun
acidic hydrogen,,other,noun
Plethodon,,other,noun
knockoff,,other,noun
bodily,,other,adverb
karyotype,,other,noun
golf bag,,other,noun
Halenia,,other,noun
pan roast,,other,verb
mashie,,other,noun
Slovakian monetary unit,,other,noun
antithetic,,other,adjective
sneer,,other,noun
olibanum,,other,noun
de facto,,other,adverb
callosotomy,,other,noun
Anapurna,,other,noun
Scophthalmus rhombus,,other,noun
Tanacetum douglasii,,other,noun
genus Calypso,,other,noun
ebony,,other,noun
bay,,other,adjective
cant dog,,other,noun
primum mobile,,other,noun
longan,,other,noun
undercover work,,other,noun
sweetness and light,,other,noun
chicha,,other,noun
endarterectomy,,other,noun
American badger,,other,noun
waste basket,,other,noun
scratch paper,,other,noun
ratatouille,,other,noun
casket,,other,verb
PO Box No,,other,noun
horse pistol,,other,noun
bran-new,,other,adjective
civic pride,,other,noun
carting,,other,noun
off,,other,adjective
Nothosauria,,other,noun
three-way calling,,other,noun
flighty,,other,adjective
jeweler's loupe,,other,noun
Sabahan,,other,adjective
frowzy,,other,adjective
overutilization,,other,noun
blae,,other,adjective
genus Gypaetus,,other,noun
inattentiveness,,other,noun
peritrichous,,other,adjective
genus Desmidium,,other,noun
Acer campestre,,other,noun
dogwood tree,,other,noun
wall tent,,other,noun
Euphorbia lathyris,,other,noun
fire-wheel,,other,noun
Passover supper,,other,noun
feculence,,other,noun
contretemps,,other,noun
order Laminariales,,other,noun
bent on,,other,adjective
Benjamin Franklin Norris Jr.,,other,noun
Malaxis,,other,noun
consequential,,other,adjective
biometric identification,,other,noun
frame,,other,verb
animadvert,,other,verb
wild clary,,other,noun
Olmsted,,other,noun
geodesical,,other,adjective
Great Russian,,other,noun
profoundly,,other,adverb
XXVI,,other,noun
oxaloacetic acid,,other,noun
confident,,other,adjective
aquicultural,,other,adjective
governance,,other,noun
Texas chachalaca,,other,noun
debilitative,,other,adjective
mismarry,,other,verb
Phalaris tuberosa,,other,noun
bush,,other,adjective
ergometer,,other,noun
unimpeded,,other,adjective
family Nitrobacteriaceae,,other,noun
Nostradamus,,other,noun
rhabdomancer,,other,noun
cover letter,,other,noun
Fomor,,other,noun
Physostegia virginiana,,other,noun
nettleleaf goosefoot,,other,noun
Canopus,,other,noun
Hypsiprymnodon,,other,noun
unsavoriness,,other,noun
hinderingly,,other,adverb
genus Acinonyx,,other,noun
default,,other,verb
bush pea,,other,noun
red-shafted flicker,,other,noun
cool it,,other,verb
octuple,,other,adjective
genus Mirabilis,,other,noun
empathic,,other,adjective
decrypt,,other,verb
impersonal,,other,adjective
Galileo,,other,noun
retard,,other,verb
nightbird,,other,noun
arctangent,,other,noun
Edward Calvin Kendall,,other,noun
porcine,,other,adjective
electronics intelligence,,other,noun
1728,,other,noun
daybreak,,other,noun
packet,,other,noun
fleet,,other,verb
sacrosanct,,other,adjective
herbal,,other,noun
shriek,,other,verb
genus Choloepus,,other,noun
Conyza,,other,noun
outward,,other,adjective
thermal,,other,adjective
John Tyndall,,other,noun
Vinylite,,other,noun
wood meadowgrass,,other,noun
order of payment,,other,noun
autotroph,,other,noun
burster,,other,noun
emphatically,,other,adverb
algolagnic,,other,adjective
ball-buster,,other,noun
tortellini,,other,noun
musculus sphincter ductus choledochi,,other,noun
synchronous operation,,other,noun
superior labial vein,,other,noun
aliphatic,,other,adjective
beat,,other,verb
Lombardy poplar,,other,noun
belay,,other,verb
ill turn,,other,noun
even,,other,adjective
white horse,,other,noun
sea squab,,other,noun
wear,,other,verb
fractional distillation,,other,noun
for all intents and purposes,,other,adverb
catabolic,,other,adjective
biplane flying fish,,other,noun
dwindling,,other,noun
hysteric,,other,noun
cuirass,,other,noun
committal service,,other,noun
leucorrhea,,other,noun
publishing firm,,other,noun
twelve noon,,other,noun
look backward,,other,verb
merged,,other,adjective
Botany Bay fig,,other,noun
advert,,other,verb
Jewish Orthodoxy,,other,noun
lanai,,other,noun
yam bean,,other,noun
mistletoe family,,other,noun
partisanship,,other,noun
Sixth Crusade,,other,noun
unending,,other,adjective
yellow rocket,,other,noun
measurable,,other,adjective
mamma's boy,,other,noun
practice of law,,other,noun
family Roridulaceae,,other,noun
interplay,,other,noun
coco plum,,other,noun
Johannes Diderik van der Waals,,other,noun
parti-color,,other,verb
visible spectrum,,other,noun
scallopine,,other,noun
piping guan,,other,noun
ebullient,,other,adjective
ballerina,,other,noun
sea trifoly,,other,noun
capital of Norway,,other,noun
Twilight of the Gods,,other,noun
calycled,,other,adjective
fashionable,,other,adjective
latex paint,,other,noun
continuous receiver watch,,other,noun
actuarial table,,other,noun
Coptic,,other,adjective
Nikolai Lenin,,other,noun
amidopyrine,,other,noun
echoencephalogram,,other,noun
window sash,,other,noun
nonprogressive,,other,adjective
anesthesia,,other,noun
tessellate,,other,verb
clef,,other,noun
crampbark,,other,noun
Enterobius vermicularis,,other,noun
synchromesh,,other,noun
Jamaica rum,,other,noun
harlotry,,other,noun
Siberian larch,,other,noun
Rheims-Douay Bible,,other,noun
Bravais lattice,,other,noun
metacarpal artery,,other,noun
stampede,,other,noun
President Nixon,,other,noun
poplin,,other,noun
treacle,,other,noun
clitoric,,other,adjective
working,,other,noun
homeowner,,other,noun
old-age insurance,,other,noun
smidgeon,,other,noun
Hugo von Hoffmannsthal,,other,noun
telephony,,other,noun
Oenanthe aquatica,,other,noun
heaves,,other,noun
flux density unit,,other,noun
